"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TATACOMM","EQ","05-May-2022","1,038.55","1,057.55","1,122.00","1,007.45","1,019.75","1,020.65","1,039.26","5,97,075","62,05,17,878.20","26,959","1,72,075","28.82"
"TATACOMM","EQ","06-May-2022","1,020.65","1,006.00","1,059.60","999.75","1,050.00","1,037.75","1,036.41","11,25,162","1,16,61,26,029.50","42,211","2,42,628","21.56"
"TATACOMM","EQ","09-May-2022","1,037.75","1,028.70","1,042.70","1,008.00","1,021.85","1,022.85","1,023.16","5,78,547","59,19,43,730.90","22,486","1,46,712","25.36"
"TATACOMM","EQ","10-May-2022","1,022.85","1,019.00","1,042.95","991.60","1,004.75","1,001.90","1,023.20","4,87,168","49,84,72,537.65","21,461","1,65,146","33.90"
"TATACOMM","EQ","11-May-2022","1,001.90","1,013.40","1,024.45","954.40","975.65","972.75","981.01","6,90,092","67,69,84,689.75","36,541","2,21,370","32.08"
"TATACOMM","EQ","12-May-2022","972.75","966.20","977.00","947.25","974.00","974.10","959.99","6,07,197","58,29,00,224.00","26,643","2,59,623","42.76"
"TATACOMM","EQ","13-May-2022","974.10","990.00","994.00","953.15","956.15","964.80","972.95","6,02,775","58,64,70,777.05","27,653","1,95,432","32.42"
"TATACOMM","EQ","16-May-2022","964.80","977.45","983.20","955.80","975.95","970.10","972.00","3,16,654","30,77,88,764.35","17,429","88,138","27.83"
"TATACOMM","EQ","17-May-2022","970.10","975.70","1,009.80","972.00","1,008.00","1,007.90","994.59","3,98,471","39,63,14,801.90","25,196","1,22,652","30.78"
"TATACOMM","EQ","18-May-2022","1,007.90","1,014.95","1,017.40","973.05","986.00","984.55","993.01","6,71,198","66,65,04,014.30","26,451","1,59,174","23.71"
"TATACOMM","EQ","19-May-2022","984.55","964.80","980.60","949.60","972.10","973.40","964.00","5,72,240","55,16,37,668.40","26,614","2,25,396","39.39"
"TATACOMM","EQ","20-May-2022","973.40","980.25","991.95","971.90","979.00","981.20","980.51","2,94,311","28,85,74,026.95","14,982","89,551","30.43"
"TATACOMM","EQ","23-May-2022","981.20","981.20","988.90","968.25","970.00","972.50","976.61","2,90,182","28,33,94,196.90","15,925","1,21,961","42.03"
"TATACOMM","EQ","24-May-2022","972.50","975.70","978.25","956.15","970.00","965.40","966.02","3,32,407","32,11,11,080.00","17,879","1,34,087","40.34"
"TATACOMM","EQ","25-May-2022","965.40","967.95","972.00","933.75","941.65","939.30","943.22","4,21,298","39,73,76,649.00","23,483","1,93,219","45.86"
"TATACOMM","EQ","26-May-2022","939.30","939.70","947.00","906.30","944.00","943.55","928.48","6,25,692","58,09,42,862.20","28,444","2,61,323","41.77"
"TATACOMM","EQ","27-May-2022","943.55","951.95","990.00","950.80","980.00","979.25","966.52","5,53,467","53,49,34,770.05","26,715","2,20,923","39.92"
"TATACOMM","EQ","30-May-2022","979.25","992.00","1,015.00","981.20","1,002.00","1,004.70","1,002.04","6,39,756","64,10,63,166.60","23,647","1,76,068","27.52"
"TATACOMM","EQ","31-May-2022","1,004.70","1,003.70","1,004.00","982.50","986.00","985.05","993.26","9,49,422","94,30,23,642.05","24,896","5,69,005","59.93"
"TATACOMM","EQ","01-Jun-2022","985.05","989.00","992.50","961.10","976.00","970.75","975.43","6,60,008","64,37,91,357.30","14,816","4,13,256","62.61"
"TATACOMM","EQ","02-Jun-2022","970.75","973.75","975.00","962.40","971.80","968.75","966.32","4,69,199","45,33,98,092.45","20,479","3,25,749","69.43"
"TATACOMM","EQ","03-Jun-2022","968.75","970.00","997.95","951.65","961.50","955.25","971.68","21,02,715","2,04,31,74,410.95","37,976","14,83,450","70.55"
"TATACOMM","EQ","06-Jun-2022","955.25","955.00","959.00","934.55","942.00","942.00","944.13","3,29,384","31,09,80,043.55","12,130","1,65,911","50.37"
"TATACOMM","EQ","07-Jun-2022","942.00","935.00","951.70","927.10","932.05","930.85","940.68","6,24,350","58,73,13,707.70","24,728","3,02,524","48.45"
"TATACOMM","EQ","08-Jun-2022","930.85","933.00","937.75","913.15","920.95","920.05","921.28","5,63,767","51,93,89,305.55","16,578","2,93,688","52.09"
"TATACOMM","EQ","09-Jun-2022","920.05","916.50","964.20","912.30","963.80","958.35","943.22","7,27,623","68,63,06,147.95","20,342","1,86,169","25.59"
"TATACOMM","EQ","10-Jun-2022","958.35","938.00","958.00","926.00","944.00","948.50","943.89","7,00,910","66,15,78,746.30","19,545","1,21,661","17.36"
"TATACOMM","EQ","13-Jun-2022","948.50","936.20","943.35","916.55","921.00","921.30","927.83","5,17,357","48,00,17,149.50","15,256","1,86,913","36.13"
"TATACOMM","EQ","14-Jun-2022","921.30","919.00","947.75","915.00","918.65","920.95","933.75","4,64,531","43,37,57,394.15","13,897","90,978","19.58"
